Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction_satisfied,Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
1.0,0.0,0.0,1.0,0.0,0.0,1.0,41,2293,4,4,5,0,5.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,37,2835,2,2,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,43,2139,5,5,5,12,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,54,2397,4,4,4,7,10.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,37,850,2,5,2,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,47,147,4,5,3,0,8.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,47,867,4,1,1,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,48,1671,4,4,4,41,74.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,72,588,2,2,2,49,47.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,28,299,2,4,2,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,60,3135,4,4,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,60,967,5,5,3,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,47,2367,4,4,4,19,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,27,991,4,1,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,67,304,5,5,3,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,16,697,2,3,2,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,65,229,3,1,3,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,1.0,33,1182,2,4,2,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,59,409,1,1,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,48,2844,4,4,3,18,111.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,34,370,1,4,1,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,56,1555,5,5,5,4,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,33,966,2,2,3,33,63.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,36,106,5,5,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,65,296,1,1,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,36,632,2,1,2,2,0.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,35,331,5,5,5,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,46,647,4,4,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,39,1884,5,5,3,6,13.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,39,356,2,3,2,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,38,1581,3,3,1,11,11.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,3322,5,3,5,38,39.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,51,2252,5,5,4,0,2.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,34,1173,5,2,5,58,56.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,51,618,3,4,3,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,27,500,5,4,5,17,9.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,27,351,4,4,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,47,2632,2,2,1,0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,42,2586,2,3,2,7,34.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,31,228,2,5,2,49,55.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,26,2213,2,3,2,6,5.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,28,937,4,1,4,58,130.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,60,3118,5,5,2,8,3.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,37,978,1,4,1,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,56,304,2,2,2,3,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,49,1389,4,4,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,10,937,4,5,4,4,17.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,45,999,1,1,4,19,94.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,45,383,4,4,3,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,20,258,1,4,1,7,7.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,48,210,4,4,3,5,15.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,29,1416,3,1,3,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,25,954,1,4,1,1,11.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,41,3857,2,2,4,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,53,590,2,4,2,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,33,3972,5,4,3,0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,59,577,2,2,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,37,373,5,5,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,10,1389,2,3,2,4,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,50,1947,4,4,5,0,3.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,23,671,4,1,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,59,3646,5,5,4,12,4.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,23,1654,2,5,2,0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,63,746,2,2,2,35,20.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,47,2187,4,4,5,34,38.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,48,3026,2,2,2,0,0.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,22,369,3,4,3,0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,58,547,3,3,3,7,11.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,56,458,2,4,2,0,2.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,43,707,5,5,3,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,51,255,5,5,2,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,44,429,5,5,5,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,11,628,2,5,2,0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,70,2521,3,4,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,60,2883,2,1,1,0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,44,368,2,2,1,51,48.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,14,2614,4,3,4,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,1.0,17,733,4,1,4,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,28,781,2,5,2,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,55,2965,5,5,4,19,8.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,44,2350,2,2,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,39,1464,5,5,4,0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,35,604,3,3,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,40,1973,4,4,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,48,507,2,1,2,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,36,2704,1,4,1,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,40,2586,1,2,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,28,1794,5,5,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,40,3452,5,5,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,3080,5,5,1,20,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,43,3048,2,2,3,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,33,1009,1,5,1,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,45,1507,4,4,5,9,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,39,3889,3,3,5,9,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,71,3067,1,2,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,44,2592,2,2,1,0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,47,589,5,5,1,0,0.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,50,1747,5,5,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,63,1598,5,4,5,10,19.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,30,989,4,5,4,26,42.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,31,272,5,4,5,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,57,2174,4,4,4,4,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,23,3208,4,4,4,14,25.0
1.0,0.0,1.0,0.0,1.0,0.0,1.0,37,746,3,4,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,55,1608,2,2,5,13,17.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,64,214,5,3,5,0,4.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,57,1222,4,1,4,30,4.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,44,692,3,3,4,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,40,1620,3,4,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,54,957,4,4,5,1,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,51,1962,5,5,5,37,33.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,20,612,4,4,4,12,3.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,33,645,5,5,2,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,57,1843,3,3,3,0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,41,1105,5,5,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,24,1187,3,4,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,51,1809,4,4,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,53,1589,4,4,3,0,2.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,57,236,5,5,4,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,14,395,4,4,2,519,516.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,24,1476,2,1,2,83,63.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,64,351,4,4,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,32,416,5,2,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,11,163,2,4,2,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,40,1400,3,3,3,276,255.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,48,1747,5,4,5,4,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,53,896,2,3,2,0,4.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,24,3904,4,4,4,8,7.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,58,1679,3,3,3,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,37,1521,4,4,4,0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,18,192,4,5,5,132,128.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,27,1102,2,4,2,27,61.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,46,2611,1,1,4,1,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,62,733,4,4,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,17,315,2,4,2,0,15.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,26,666,4,4,4,0,45.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,41,247,1,1,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,54,562,4,4,5,2,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,67,425,3,3,3,5,1.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,40,2070,5,5,4,20,14.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,50,3438,4,4,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,48,719,3,3,3,55,41.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,26,3567,3,2,3,3,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,17,850,5,4,5,11,4.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,31,3765,4,5,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,51,1491,4,4,4,21,4.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,46,369,4,4,4,1,3.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,21,140,2,3,3,144,133.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,28,2595,3,4,3,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,51,510,2,2,5,8,29.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,56,680,4,5,4,1,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,25,861,3,5,3,0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,37,518,5,2,5,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,34,1558,2,2,4,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,15,309,2,5,2,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,45,365,5,5,5,7,1.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,55,102,4,5,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,49,1635,3,3,4,24,15.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,41,240,4,3,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,19,2399,3,2,3,204,177.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,54,737,2,2,1,0,26.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,54,3758,4,4,5,43,37.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,28,1028,5,1,5,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,49,631,4,4,3,82,77.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,61,403,5,5,3,0,16.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,68,646,3,5,4,8,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,51,119,5,4,5,0,4.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,51,1657,5,5,3,0,13.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,51,209,5,5,3,5,5.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,59,1475,5,2,5,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,51,690,4,4,5,0,0.0
